RECORD,RECORDID,DATE,TIME,LAT,LONG,EW,SACT,SPEED,SDIR,CLD,PREC,WSPEED,WDIR,ATMP,APRS,SSTE,STMP,SAL,DEPTH,OBS,CSMETH,MONTH,SEASN,LONG360,LATCELL,LONGECELL,,
1635,5010028,8/01/1979,15:15,-37.000,158.000,E,1,15.0,,0,0,2,,,,3,,,,CHES,F,1,summer,158.000,-37.5,158.5,,
1636,5010029,8/01/1979,18:20,-37.000,157.000,E,1,15.0,,1,0,2,,,,3,,,,CHES,F,1,summer,157.000,-37.5,157.5,,
1637,5010030,9/01/1979,9:25,-38.000,153.000,E,1,14.0,,1,0,4,,,,4,,,,CHES,F,1,summer,153.000,-38.5,153.5,,
1638,5010031,9/01/1979,11:35,-38.000,152.000,E,1,14.0,,1,0,4,,,,4,,,,CHES,F,1,summer,152.000,-38.5,152.5,,
1639,5010032,9/01/1979,12:25,-38.000,152.000,E,1,14.5,,1,0,4,,,,4,,,,CHES,F,1,summer,152.000,-38.5,152.5,,
1640,5010033,9/01/1979,12:40,-38.000,152.000,E,1,14.0,,0,0,5,,,,4,,,,CHES,F,1,summer,152.000,-38.5,152.5,,
1641,5010034,9/01/1979,13:15,-38.000,151.000,E,1,14.0,,0,0,5,,,,4,,,,CHES,F,1,summer,151.000,-38.5,151.5,,
1642,5010035,9/01/1979,14:30,-38.000,151.000,E,1,14.0,,0,0,5,,,,4,,,,CHES,F,1,summer,151.000,-38.5,151.5,,
1643,5010036,9/01/1979,15:05,-38.000,151.000,E,1,14.0,,0,0,5,,,,4,,,,CHES,F,1,summer,151.000,-38.5,151.5,,
1644,5010037,9/01/1979,15:30,-38.000,151.000,E,1,14.0,,0,0,5,,,,4,,,,CHES,F,1,summer,151.000,-38.5,151.5,,
1645,5010038,9/01/1979,18:40,-38.000,150.000,E,1,14.0,,1,2,4,,,,4,,,,CHES,F,1,summer,150.000,-38.5,150.5,,
1646,5010039,10/01/1979,9:50,-38.000,145.000,E,1,14.0,,0,0,4,,,,4,,,,CHES,F,1,summer,145.000,-38.5,145.5,,
1647,5010040,10/01/1979,10:40,-38.000,145.000,E,1,14.5,,0,0,4,,,,4,,,,CHES,F,1,summer,145.000,-38.5,145.5,,
1648,5010041,10/01/1979,11:30,-38.000,145.000,E,1,14.5,,0,0,3,,,,3,,,,CHES,F,1,summer,145.000,-38.5,145.5,,
1649,5010042,10/01/1979,12:30,-38.000,145.000,E,1,14.5,,0,0,3,,,,3,,,,CHES,F,1,summer,145.000,-38.5,145.5,,
1650,5010043,10/01/1979,13:00,-38.000,144.000,E,1,14.5,,0,0,3,,,,3,,,,CHES,F,1,summer,144.000,-38.5,144.5,,
1651,5010044,10/01/1979,13:40,-38.000,144.000,E,1,15.0,,0,0,2,,,,3,,,,CHES,F,1,summer,144.000,-38.5,144.5,,
1652,5010045,10/01/1979,14:30,-38.000,144.000,E,1,15.0,,0,0,3,,,,3,,,,CHES,F,1,summer,144.000,-38.5,144.5,,
1653,5011001,16/01/1979,9:30,-38.000,141.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,1,summer,141.000,-38.5,141.5,,
1654,5011002,16/01/1979,10:40,-38.000,141.000,E,1,15.0,,2,0,3,,,,3,,,,CHES,F,1,summer,141.000,-38.5,141.5,,
1655,5011003,16/01/1979,11:20,-38.000,141.000,E,1,15.0,,2,0,3,,,,3,,,,CHES,F,1,summer,141.000,-38.5,141.5,,
1656,5011004,16/01/1979,12:25,-38.000,141.000,E,1,15.0,,2,8,1,,,,3,,,,CHES,F,1,summer,141.000,-38.5,141.5,,
1657,5011005,16/01/1979,12:40,-38.000,140.000,E,1,15.5,,2,0,1,,,,3,,,,CHES,F,1,summer,140.000,-38.5,140.5,,
1658,5011006,16/01/1979,13:15,-38.000,140.000,E,1,16.0,,2,8,1,,,,1,,,,CHES,F,1,summer,140.000,-38.5,140.5,,
1659,5011007,16/01/1979,14:05,-38.000,140.000,E,1,16.0,,2,0,3,,,,3,,,,CHES,F,1,summer,140.000,-38.5,140.5,,
1660,5011008,16/01/1979,15:35,-37.000,140.000,E,1,15.0,,2,0,2,,,,3,,,,CHES,F,1,summer,140.000,-37.5,140.5,,
1661,5012001,19/01/1979,9:50,-37.000,139.000,E,1,15.0,,0,0,1,,,,1,,,,CHES,F,1,summer,139.000,-37.5,139.5,,
1662,5012002,19/01/1979,11:00,-37.000,139.000,E,1,15.0,,0,0,1,,,,1,,,,CHES,F,1,summer,139.000,-37.5,139.5,,
1663,5012003,19/01/1979,12:35,-38.000,140.000,E,1,15.5,,0,0,0,,,,1,,,,CHES,F,1,summer,140.000,-38.5,140.5,,
1664,5012004,19/01/1979,13:10,-38.000,140.000,E,1,15.5,,0,0,0,,,,1,,,,CHES,F,1,summer,140.000,-38.5,140.5,,
1665,5012005,19/01/1979,13:40,-38.000,140.000,E,1,16.0,,0,0,0,,,,1,,,,CHES,F,1,summer,140.000,-38.5,140.5,,
1666,5012006,19/01/1979,14:05,-38.000,140.000,E,1,16.0,,0,0,1,,,,1,,,,CHES,F,1,summer,140.000,-38.5,140.5,,
1667,5012007,19/01/1979,15:45,-38.000,141.000,E,1,16.0,,0,0,1,,,,1,,,,CHES,F,1,summer,141.000,-38.5,141.5,,
1668,5012008,19/01/1979,17:00,-38.000,141.000,E,1,16.0,,0,0,1,,,,1,,,,CHES,F,1,summer,141.000,-38.5,141.5,,
1669,5012009,20/01/1979,11:05,-39.000,147.000,E,1,16.0,,1,0,4,,,,4,,,,CHES,F,1,summer,147.000,-39.5,147.5,,
1670,5012010,20/01/1979,12:40,-38.000,147.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,1,summer,147.000,-38.5,147.5,,
1671,5012011,20/01/1979,13:10,-38.000,148.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,1,summer,148.000,-38.5,148.5,,
1672,5012012,20/01/1979,13:30,-38.000,148.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,1,summer,148.000,-38.5,148.5,,
1673,5012013,20/01/1979,13:40,-38.000,148.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,1,summer,148.000,-38.5,148.5,,
1674,5012014,20/01/1979,14:05,-38.000,148.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,1,summer,148.000,-38.5,148.5,,
1675,5012015,20/01/1979,14:30,-38.000,148.000,E,1,15.0,,1,0,4,,,,4,,,200,CHES,F,1,summer,148.000,-38.5,148.5,,
1676,5012016,20/01/1979,14:50,-38.000,148.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,1,summer,148.000,-38.5,148.5,,
1677,5012017,20/01/1979,15:05,-38.000,148.000,E,1,15.0,,1,0,5,,,,4,,,,CHES,F,1,summer,148.000,-38.5,148.5,,
1678,5012018,20/01/1979,15:20,-38.000,148.000,E,1,15.0,,1,0,5,,,,4,,,,CHES,F,1,summer,148.000,-38.5,148.5,,
1679,5012019,20/01/1979,18:05,-38.000,149.000,E,1,14.0,,1,0,5,,,,4,,,,CHES,F,1,summer,149.000,-38.5,149.5,,
1680,5012020,21/01/1979,9:40,-38.000,153.000,E,1,14.0,,0,0,4,,,,4,,,,CHES,F,1,summer,153.000,-38.5,153.5,,
1681,5012021,21/01/1979,10:30,-37.000,153.000,E,1,14.0,,0,0,3,,,,3,,,,CHES,F,1,summer,153.000,-37.5,153.5,,
1682,5012022,21/01/1979,12:30,-37.000,154.000,E,1,14.0,,0,0,2,,,,3,,,,CHES,F,1,summer,154.000,-37.5,154.5,,
1683,5012023,21/01/1979,13:30,-37.000,154.000,E,1,14.5,,0,0,2,,,,3,,,,CHES,F,1,summer,154.000,-37.5,154.5,,
1684,5012024,21/01/1979,14:20,-37.000,154.000,E,1,14.5,,1,0,2,,,,3,,,,CHES,F,1,summer,154.000,-37.5,154.5,,
1685,5012025,21/01/1979,15:00,-37.000,155.000,E,1,15.0,,1,0,2,,,,3,,,,CHES,F,1,summer,155.000,-37.5,155.5,,
1686,5012026,21/01/1979,15:30,-37.000,155.000,E,1,15.0,,2,6,1,,,,3,,,,CHES,F,1,summer,155.000,-37.5,155.5,,
1687,5012027,22/01/1979,9:40,-36.000,160.000,E,1,15.5,,1,0,2,,,,3,,,,CHES,F,1,summer,160.000,-36.5,160.5,,
1688,5012028,22/01/1979,11:00,-36.000,161.000,E,1,15.5,,1,0,1,,,,3,,,,CHES,F,1,summer,161.000,-36.5,161.5,,
1689,5012029,22/01/1979,13:05,-36.000,161.000,E,1,15.5,,1,0,0,,,,1,,,,CHES,F,1,summer,161.000,-36.5,161.5,,
1690,5012030,22/01/1979,13:15,-36.000,162.000,E,1,15.5,,1,0,0,,,,1,,,,CHES,F,1,summer,162.000,-36.5,162.5,,
1691,5012031,22/01/1979,14:30,-36.000,162.000,E,1,15.5,,0,0,0,,,,1,,,,CHES,F,1,summer,162.000,-36.5,162.5,,
1692,5012032,22/01/1979,15:00,-36.000,162.000,E,1,15.5,,0,0,0,,,,1,,,,CHES,F,1,summer,162.000,-36.5,162.5,,
1693,5012033,22/01/1979,15:30,-36.000,162.000,E,1,15.5,,0,0,0,,,,1,,,,CHES,F,1,summer,162.000,-36.5,162.5,,
1694,5012034,22/01/1979,18:10,-36.000,163.000,E,1,15.5,,0,0,0,,,,1,,,,CHES,F,1,summer,163.000,-36.5,163.5,,
1695,5012035,23/01/1979,10:45,-35.000,168.000,E,1,15.5,,1,0,1,,,,1,,,,CHES,F,1,summer,168.000,-35.5,168.5,,
1696,5012036,23/01/1979,12:40,-35.000,169.000,E,1,15.5,,1,0,1,,,,1,,,,CHES,F,1,summer,169.000,-35.5,169.5,,
1697,5012037,23/01/1979,13:30,-35.000,169.000,E,1,16.0,,1,0,1,,,,1,,,,CHES,F,1,summer,169.000,-35.5,169.5,,
1698,5012038,23/01/1979,14:50,-34.000,170.000,E,1,16.0,,1,0,1,,,,3,,,,CHES,F,1,summer,170.000,-34.5,170.5,,
1699,5012039,23/01/1979,18:30,-34.000,171.000,E,1,16.0,,2,0,1,,,,3,,,,CHES,F,1,summer,171.000,-34.5,171.5,,
1700,5013001,1/02/1979,10:00,-34.000,173.000,E,1,16.0,,0,0,5,,,,4,,,,CHES,F,2,summer,173.000,-34.5,173.5,,
1701,5013002,1/02/1979,11:30,-34.000,172.000,E,1,15.0,,0,0,4,,,,4,,,,CHES,F,2,summer,172.000,-34.5,172.5,,
1702,5013003,1/02/1979,12:40,-34.000,172.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,2,summer,172.000,-34.5,172.5,,
1703,5013004,1/02/1979,13:00,-34.000,172.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,172.000,-34.5,172.5,,
1704,5013005,1/02/1979,14:10,-34.000,172.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,172.000,-34.5,172.5,,
1705,5013006,1/02/1979,14:50,-34.000,171.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,171.000,-34.5,171.5,,
1706,5013007,1/02/1979,15:30,-34.000,171.000,E,1,15.0,,0,0,2,,,,3,,,,CHES,F,2,summer,171.000,-34.5,171.5,,
1707,5013008,1/02/1979,17:00,-34.000,171.000,E,1,15.0,,0,0,2,,,,3,,,,CHES,F,2,summer,171.000,-34.5,171.5,,
1708,5013009,1/02/1979,19:30,-34.000,170.000,E,1,15.0,,0,0,2,,,,3,,,,CHES,F,2,summer,170.000,-34.5,170.5,,
1709,5013010,2/02/1979,9:30,-35.000,166.000,E,1,15.0,,1,0,3,,,,4,,,,CHES,F,2,summer,166.000,-35.5,166.5,,
1710,5013011,2/02/1979,11:00,-35.000,165.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,2,summer,165.000,-35.5,165.5,,
1711,5013012,2/02/1979,12:30,-35.000,165.000,E,1,15.0,,0,0,4,,,,4,,,,CHES,F,2,summer,165.000,-35.5,165.5,,
1712,5013013,2/02/1979,13:45,-35.000,164.000,E,1,15.0,,1,0,4,,,,3,,,,CHES,F,2,summer,164.000,-35.5,164.5,,
1713,5013014,2/02/1979,15:10,-35.000,164.000,E,1,15.0,,1,0,4,,,,3,,,,CHES,F,2,summer,164.000,-35.5,164.5,,
1714,5013015,2/02/1979,15:50,-35.000,164.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,164.000,-35.5,164.5,,
1715,5013016,2/02/1979,17:30,-35.000,163.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,163.000,-35.5,163.5,,
1716,5013017,3/02/1979,9:50,-36.000,158.000,E,1,15.5,,1,0,2,,,,3,,,,CHES,F,2,summer,158.000,-36.5,158.5,,
1717,5013018,3/02/1979,11:00,-36.000,157.000,E,1,15.0,,0,0,2,,,,3,,,,CHES,F,2,summer,157.000,-36.5,157.5,,
1718,5013019,3/02/1979,13:05,-37.000,157.000,E,1,15.0,,1,0,2,,,,3,,,,CHES,F,2,summer,157.000,-37.5,157.5,,
1719,5013020,3/02/1979,13:55,-37.000,157.000,E,1,15.0,,0,0,3,,,,3,,,,CHES,F,2,summer,157.000,-37.5,157.5,,
1720,5013021,3/02/1979,14:30,-37.200,156.933,E,1,15.0,,0,0,3,,,,3,,,,CHES,F,2,summer,156.933,-37.5,156.5,,
1721,5013022,3/02/1979,15:05,-37.000,156.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,156.000,-37.5,156.5,,
1722,5013023,3/02/1979,15:50,-37.000,156.000,E,1,15.0,,1,0,4,,,,3,,,,CHES,F,2,summer,156.000,-37.5,156.5,,
1723,5013024,3/02/1979,18:35,-37.000,155.000,E,1,15.0,,1,0,5,,,,4,,,,CHES,F,2,summer,155.000,-37.5,155.5,,
1724,5013025,4/02/1979,9:20,-38.000,151.000,E,1,15.0,,2,0,6,,,,5,,,,CHES,F,2,summer,151.000,-38.5,151.5,,
1725,5013026,4/02/1979,12:30,-38.000,150.000,E,1,15.0,,2,0,9,,,,5,,,,CHES,F,2,summer,150.000,-38.5,150.5,,
1726,5014001,15/02/1979,10:45,-38.000,140.000,E,1,13.0,,2,0,8,,,,5,,,,CHES,F,2,summer,140.000,-38.5,140.5,,
1727,5014002,15/02/1979,10:55,-38.000,140.000,E,1,13.0,,2,0,8,,,,5,,,,CHES,F,2,summer,140.000,-38.5,140.5,,
1728,5014003,15/02/1979,12:40,-37.000,140.000,E,1,15.0,,1,0,8,,,,5,,,,CHES,F,2,summer,140.000,-37.5,140.5,,
1729,5014004,15/02/1979,14:45,-37.000,139.000,E,1,15.0,,1,0,8,,,,5,,,,CHES,F,2,summer,139.000,-37.5,139.5,,
1730,5015001,17/02/1979,12:20,-34.000,138.000,E,1,16.0,,2,0,2,,,,3,,,,CHES,F,2,summer,138.000,-34.5,138.5,,
1731,5015002,17/02/1979,13:00,-35.000,138.000,E,1,16.0,,1,0,1,,,,3,,,,CHES,F,2,summer,138.000,-35.5,138.5,,
1732,5015003,17/02/1979,13:30,-35.000,138.000,E,1,16.0,,1,0,2,,,,3,,,,CHES,F,2,summer,138.000,-35.5,138.5,,
1733,5015004,17/02/1979,14:05,-35.000,138.000,E,1,16.0,,1,0,1,,,,3,,,,CHES,F,2,summer,138.000,-35.5,138.5,,
1734,5015005,17/02/1979,14:35,-35.000,138.000,E,1,16.0,,1,0,2,,,,3,,,,CHES,F,2,summer,138.000,-35.5,138.5,,
1735,5015006,17/02/1979,15:05,-35.000,138.000,E,1,16.0,,1,0,3,,,,3,,,,CHES,F,2,summer,138.000,-35.5,138.5,,
1736,5015007,17/02/1979,15:30,-35.000,138.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,2,summer,138.000,-35.5,138.5,,
1737,5015008,17/02/1979,17:00,-35.000,138.000,E,1,15.0,,1,0,4,,,,3,,,,CHES,F,2,summer,138.000,-35.5,138.5,,
1738,5015009,17/02/1979,17:20,-36.000,138.000,E,1,15.0,,1,0,4,,,,3,,,,CHES,F,2,summer,138.000,-36.5,138.5,,
1739,5015010,17/02/1979,18:25,-36.000,138.000,E,1,15.0,,1,0,4,,,,3,,,,CHES,F,2,summer,138.000,-36.5,138.5,,
1740,5015011,17/02/1979,19:20,-36.000,138.000,E,1,15.0,,1,0,5,,,,3,,,,CHES,F,2,summer,138.000,-36.5,138.5,,
1741,5015012,18/02/1979,10:15,-38.000,141.000,E,1,15.0,,2,0,3,,,,4,,,,CHES,F,2,summer,141.000,-38.5,141.5,,
1742,5015013,18/02/1979,11:00,-38.000,141.000,E,1,15.0,,2,0,3,,,,3,,,,CHES,F,2,summer,141.000,-38.5,141.5,,
1743,5015014,18/02/1979,12:25,-38.000,142.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,142.000,-38.5,142.5,,
1744,5015015,18/02/1979,13:05,-38.000,142.000,E,1,16.0,,1,0,3,,,,3,,,,CHES,F,2,summer,142.000,-38.5,142.5,,
1745,5015016,18/02/1979,13:30,-38.000,142.000,E,1,16.0,,2,0,3,,,,3,,,,CHES,F,2,summer,142.000,-38.5,142.5,,
1746,5015017,18/02/1979,14:15,-38.000,142.000,E,1,15.0,,1,0,4,,,,4,,,,CHES,F,2,summer,142.000,-38.5,142.5,,
1747,5015018,18/02/1979,15:10,-38.000,143.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,143.000,-38.5,143.5,,
1748,5015019,18/02/1979,15:35,-38.000,143.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,143.000,-38.5,143.5,,
1749,5015020,18/02/1979,18:05,-39.000,144.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,144.000,-39.5,144.5,,
1750,5015021,19/02/1979,9:40,-38.000,149.000,E,1,15.7,,0,0,3,,,,3,,,,CHES,F,2,summer,149.000,-38.5,149.5,,
1751,5015022,19/02/1979,10:35,-38.000,149.000,E,1,15.7,,0,0,3,,,,3,,,,CHES,F,2,summer,149.000,-38.5,149.5,,
1752,5015023,19/02/1979,12:30,-38.000,150.000,E,1,15.5,,0,0,3,,,,3,,,,CHES,F,2,summer,150.000,-38.5,150.5,,
1753,5015024,19/02/1979,13:40,-38.000,150.000,E,1,15.5,,1,0,3,,,,3,,,,CHES,F,2,summer,150.000,-38.5,150.5,,
1754,5015025,19/02/1979,14:12,-38.000,150.000,E,1,15.5,,0,0,4,,,,3,,,,CHES,F,2,summer,150.000,-38.5,150.5,,
1755,5015026,19/02/1979,14:35,-38.000,150.000,E,1,15.5,,1,0,4,,,,3,,,,CHES,F,2,summer,150.000,-38.5,150.5,,
1756,5015027,19/02/1979,15:15,-38.000,151.000,E,1,15.5,,0,0,4,,,,3,,,,CHES,F,2,summer,151.000,-38.5,151.5,,
1757,5015028,19/02/1979,15:35,-38.000,151.000,E,1,15.5,,0,0,4,,,,4,,,,CHES,F,2,summer,151.000,-38.5,151.5,,
1758,5015029,19/02/1979,18:05,-38.000,151.000,E,1,15.5,,1,0,4,,,,3,,,,CHES,F,2,summer,151.000,-38.5,151.5,,
1759,5015030,20/02/1979,9:35,-37.000,156.000,E,1,15.5,,1,0,4,,,,3,,,,CHES,F,2,summer,156.000,-37.5,156.5,,
1760,5015031,20/02/1979,10:35,-37.000,157.000,E,1,15.5,,1,0,3,,,,3,,,,CHES,F,2,summer,157.000,-37.5,157.5,,
1761,5015032,20/02/1979,12:30,-36.000,157.000,E,1,15.5,,1,0,3,,,,3,,,,CHES,F,2,summer,157.000,-36.5,157.5,,
1762,5015033,20/02/1979,13:25,-36.000,157.000,E,1,15.5,,1,0,3,,,,3,,,,CHES,F,2,summer,157.000,-36.5,157.5,,
1763,5015034,20/02/1979,14:15,-36.000,158.000,E,1,15.5,,1,0,3,,,,3,,,,CHES,F,2,summer,158.000,-36.5,158.5,,
1764,5015035,20/02/1979,15:00,-36.000,158.000,E,1,15.5,,1,0,3,,,,3,,,,CHES,F,2,summer,158.000,-36.5,158.5,,
1765,5015036,21/02/1979,9:45,-35.000,164.000,E,1,15.5,,2,0,3,,,,3,,,,CHES,F,2,summer,164.000,-35.5,164.5,,
1766,5015037,21/02/1979,11:35,-35.000,164.000,E,1,15.5,,2,0,4,,,,3,,,,CHES,F,2,summer,164.000,-35.5,164.5,,
1767,5015038,21/02/1979,12:35,-35.000,165.000,E,1,15.5,,2,0,3,,,,3,,,,CHES,F,2,summer,165.000,-35.5,165.5,,
1768,5015039,21/02/1979,13:40,-35.000,165.000,E,1,16.0,,1,0,3,,,,3,,,,CHES,F,2,summer,165.000,-35.5,165.5,,
1769,5015040,21/02/1979,14:40,-35.000,165.000,E,1,15.5,,1,0,3,,,,3,,,,CHES,F,2,summer,165.000,-35.5,165.5,,
1770,5015041,21/02/1979,15:50,-35.000,166.000,E,1,16.0,,1,0,3,,,,3,,,,CHES,F,2,summer,166.000,-35.5,166.5,,
1771,5015042,22/02/1979,10:35,-34.000,171.000,E,1,15.5,,1,0,3,,,,3,,,,CHES,F,2,summer,171.000,-34.5,171.5,,
1772,5015043,22/02/1979,12:35,-34.000,172.000,E,1,16.0,,1,0,3,,,,3,,,,CHES,F,2,summer,172.000,-34.5,172.5,,
1773,5015044,22/02/1979,13:20,-34.000,172.000,E,1,16.0,,1,8,3,,,,3,,,,CHES,F,2,summer,172.000,-34.5,172.5,,
1774,5015045,22/02/1979,13:40,-34.000,172.000,E,1,16.0,,1,8,3,,,,3,,,,CHES,F,2,summer,172.000,-34.5,172.5,,
1775,5015046,22/02/1979,14:56,-34.000,173.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,173.000,-34.5,173.5,,
1776,5015047,22/02/1979,15:45,-34.000,173.000,E,1,15.0,,1,0,3,,,,3,,,,CHES,F,2,summer,173.000,-34.5,173.5,,
1777,5016001,19/01/1979,19:30,-37.917,144.950,E,1,10.0,,0,0,2,,,,1,,,,COLE,F,1,summer,144.950,-37.5,144.5,,
1778,5016002,20/01/1979,7:00,-40.000,144.000,E,1,10.0,,2,6,2,,,,3,,,,COLE,F,1,summer,144.000,-40.5,144.5,,
1779,5016003,20/01/1979,7:50,-40.000,143.000,E,1,10.0,,2,8,2,,,,3,,,,COLE,F,1,summer,143.000,-40.5,143.5,,
1780,5016004,20/01/1979,10:45,-41.000,143.000,E,1,10.0,,2,8,2,,,,3,,,,COLE,F,1,summer,143.000,-41.5,143.5,,
1781,5016005,20/01/1979,13:20,-41.000,143.000,E,1,10.0,,2,4,3,,,,4,,,,COLE,F,1,summer,143.000,-41.5,143.5,,
1782,5016006,20/01/1979,15:20,-41.000,143.000,E,1,10.0,,0,0,3,,,,4,,,,COLE,F,1,summer,143.000,-41.5,143.5,,
1783,5016007,20/01/1979,19:30,-42.000,142.000,E,1,10.0,,1,0,6,,,,5,,,,COLE,F,1,summer,142.000,-42.5,142.5,,
1784,5016008,21/01/1979,7:00,-44.000,142.000,E,1,10.0,,1,0,4,,,,5,,,,COLE,F,1,summer,142.000,-44.5,142.5,,
1785,5016009,21/01/1979,9:00,-44.000,142.000,E,1,10.0,,1,0,4,,,,4,,,,COLE,F,1,summer,142.000,-44.5,142.5,,
1786,5016010,21/01/1979,10:00,-44.000,142.000,E,1,10.0,,1,0,4,,,,5,,,,COLE,F,1,summer,142.000,-44.5,142.5,,
1787,5016011,21/01/1979,14:35,-45.000,140.000,E,1,10.0,,1,0,4,,,,5,,,,COLE,F,1,summer,140.000,-45.5,140.5,,
1788,5016012,21/01/1979,17:00,-45.000,141.000,E,8,0.0,,0,0,4,,,,5,,,,COLE,F,1,summer,141.000,-45.5,141.5,,
1789,5016013,21/01/1979,20:00,-46.000,141.000,E,1,10.0,,1,0,4,,,,5,,,,COLE,F,1,summer,141.000,-46.5,141.5,,
1790,5016014,22/01/1979,7:00,-47.000,140.000,E,1,10.0,,1,0,3,,,,5,,,,COLE,F,1,summer,140.000,-47.5,140.5,,
1791,5016015,22/01/1979,10:00,-47.000,139.000,E,1,10.0,,1,0,2,,,,4,,,,COLE,F,1,summer,139.000,-47.5,139.5,,
1792,5016016,22/01/1979,13:30,-48.000,139.000,E,1,10.0,,1,0,2,,,,4,,,,COLE,F,1,summer,139.000,-48.5,139.5,,
1793,5016017,22/01/1979,14:25,-48.000,139.000,E,1,10.0,,1,0,2,,,,4,,,,COLE,F,1,summer,139.000,-48.5,139.5,,
1794,5016018,22/01/1979,17:00,-48.000,138.000,E,1,10.0,,1,0,2,,,,4,,,,COLE,F,1,summer,138.000,-48.5,138.5,,
1795,5016019,22/01/1979,19:00,-49.000,138.000,E,1,10.0,,2,0,2,,,,3,,,,COLE,F,1,summer,138.000,-49.5,138.5,,
1796,5016020,23/01/1979,8:00,-50.000,137.000,E,1,10.0,,2,0,5,,,,5,,,,COLE,F,1,summer,137.000,-50.5,137.5,,
1797,5016021,23/01/1979,10:00,-50.000,137.000,E,1,10.0,,2,8,5,,,,5,,,,COLE,F,1,summer,137.000,-50.5,137.5,,
1798,5016022,23/01/1979,13:00,-51.000,136.000,E,1,10.0,,2,8,4,,,,5,,,,COLE,F,1,summer,136.000,-51.5,136.5,,
1799,5016023,23/01/1979,14:00,-51.000,136.000,E,1,10.0,,2,6,4,,,,5,,,,COLE,F,1,summer,136.000,-51.5,136.5,,
1800,5016024,23/01/1979,16:00,-51.000,136.000,E,1,10.0,,2,8,3,,,,4,,,,COLE,F,1,summer,136.000,-51.5,136.5,,
1801,5016025,23/01/1979,17:40,-51.000,136.000,E,1,10.0,,2,0,2,,,,3,,,,COLE,F,1,summer,136.000,-51.5,136.5,,
1802,5016026,24/01/1979,9:00,-53.000,135.000,E,1,10.0,,1,0,3,,,,4,,,,COLE,F,1,summer,135.000,-53.5,135.5,,
1803,5016027,24/01/1979,9:30,-53.000,135.000,E,1,10.0,,1,0,4,,,,4,,,,COLE,F,1,summer,135.000,-53.5,135.5,,
1804,5016028,24/01/1979,13:00,-54.000,133.000,E,1,10.0,,2,2,5,,,,5,,,,COLE,F,1,summer,133.000,-54.5,133.5,,
1805,5016029,24/01/1979,13:30,-54.000,133.000,E,1,10.0,,2,2,5,,,,5,,,,COLE,F,1,summer,133.000,-54.5,133.5,,
1806,5016030,24/01/1979,20:00,-55.000,132.000,E,1,10.0,,1,0,4,,,,4,,,,COLE,F,1,summer,132.000,-55.5,132.5,,
1807,5016031,24/01/1979,20:30,-55.000,132.000,E,1,10.0,,1,0,4,,,,4,,,,COLE,F,1,summer,132.000,-55.5,132.5,,
1808,5016032,25/01/1979,9:00,-57.000,131.000,E,1,10.0,,2,0,1,,,,1,,,,COLE,F,1,summer,131.000,-57.5,131.5,,
1809,5016033,25/01/1979,10:00,-57.000,131.000,E,1,10.0,,2,0,1,,,,1,,,,COLE,F,1,summer,131.000,-57.5,131.5,,
1810,5016034,25/01/1979,11:00,-57.000,130.000,E,1,10.0,,2,0,1,,,,1,,,,COLE,F,1,summer,130.000,-57.5,130.5,,
1811,5016035,25/01/1979,17:20,-58.000,130.000,E,1,10.0,,2,0,1,,,,1,,,,COLE,F,1,summer,130.000,-58.5,130.5,,
1812,5016036,25/01/1979,19:00,-57.000,130.000,E,8,0.0,,2,6,0,,,,1,,,,COLE,F,1,summer,130.000,-57.5,130.5,,
1813,5016037,25/01/1979,19:25,-57.000,130.000,E,1,10.0,,0,0,2,,,,1,,,,COLE,F,1,summer,130.000,-57.5,130.5,,
1814,5016038,26/01/1979,9:00,-60.000,130.000,E,1,10.0,,2,6,4,,,,4,,,,COLE,F,1,summer,130.000,-60.5,130.5,,
1815,5016039,26/01/1979,10:00,-60.000,130.000,E,1,10.0,,2,0,4,,,,4,,,,COLE,F,1,summer,130.000,-60.5,130.5,,
1816,5016040,26/01/1979,12:00,-60.000,130.000,E,1,10.0,,2,6,4,,,,4,,,,COLE,F,1,summer,130.000,-60.5,130.5,,
